userId,movieId,rating,timestamp
0,2,3.5,1260759144
0,47,2.5,1260759144
0,140,3,1260759144
0,159858,2,1260759144
0,159093,3.5,1260759144
0,152079,3.5,1260759144
0,150548,4.5,1260759144
0,140110,3,1260759144
0,139385,3.5,1260759144
0,138036,4.5,1260759144
0,136864,3.5,1260759144
0,136020,3,1260759144
0,135536,3,1260759144
0,135518,3,1260759144
0,134130,3.5,1260759144
0,131013,3.5,1260759144
0,130634,2.5,1260759144
0,128620,3.5,1260759144
0,125916,3.5,1260759144
0,122920,3.5,1260759144
0,122904,4.5,1260759144
0,122900,4.5,1260759144
0,122892,3.5,1260759144
0,122882,2.5,1260759144
0,120635,3.5,1260759144
0,120466,3.5,1260759144
0,119145,4.5,1260759144
0,119141,4.5,1260759144
0,117590,3,1260759144
0,117529,3,1260759144
0,117192,3,1260759144
0,117176,3,1260759144
0,116977,3.5,1260759144
0,116797,4,1260759144
0,115149,3.5,1260759144
0,112852,4,1260759144
0,112623,3,1260759144
0,112175,3,1260759144
0,112138,3.5,1260759144
0,111781,3.5,1260759144
0,111659,4,1260759144
0,110553,4,1260759144
0,110102,2.5,1260759144
0,109487,3.5,1260759144
0,108795,3,1260759144
0,108190,2,1260759144
0,107348,4.5,1260759144
0,106918,1.5,1260759144
0,106916,2.5,1260759144
0,106782,3,1260759144
0,106072,3,1260759144
0,105844,3,1260759144
0,104841,3,1260759144
0,100083,4,1260759144
0,99112,4,1260759144
0,99114,3,1260759144
0,97938,3.5,1260759144
0,97921,2,1260759144
0,97866,2.5,1260759144
0,97304,3.5,1260759144
0,93320,4.5,1260759144
0,93510,3.5,1260759144
0,91542,4,1260759144
0,91104,4,1260759144
0,89745,4,1260759144
0,88954,3,1260759144
0,88744,3,1260759144
0,88140,3,1260759144
0,88125,5,1260759144
0,87869,3,1260759144
0,86911,3.5,1260759144
0,86644,2,1260759144
0,86332,3.5,1260759144
0,79224,3.5,1260759144
0,122912,5,1260759144
0,185435,4,1260759144
0,187541,3.5,1260759144
0,187593,4.5,1260759144
0,188301,4,1260759144
0,189333,4,1260759144
0,122896,3.5,1260759144
0,122898,3.5,1260759144
0,122906,4.5,1260759144
0,122916,5,1260759144
0,122918,4.5,1260759144
0,122926,3,1260759144
0,143355,3.5,1260759144
0,168248,3.5,1260759144
0,168254,2,1260759144
0,168326,2,1260759144
0,168366,3.5,1260759144
0,168712,3,1260759144
0,170813,3,1260759144
0,170875,2.5,1260759144
0,171763,2.5,1260759144
0,171765,2,1260759144
0,174909,1.5,1260759144
0,175661,4,1260759144
0,176101,4.5,1260759144
0,177763,3,1260759144
0,179401,2.5,1260759144
0,180497,3.5,1260759144
0,122904,4.5,1260759144
0,122920,3,1260759144
0,122922,4,1260759144
0,135143,4,1260759144
0,135536,3,1260759144
0,136864,3,1260759144
0,137857,3.5,1260759144
0,143365,3,1260759144
0,150548,5,1260759144
0,151315,3.5,1260759144
0,152079,3.5,1260759144
0,157122,3,1260759144
0,159093,3.5,1260759144
0,160271,4,1260759144
0,160289,3,1260759144
0,164540,2.5,1260759144
0,165101,3.5,1260759144
0,73881,5,1260759144
0,111781,4,1260759144
0,119145,4.5,1260759144
0,122882,2.5,1260759144
0,122892,4.5,1260759144
0,122900,4.5,1260759144
0,125914,4.5,1260759144
0,125916,4,1260759144
0,136020,3.5,1260759144
0,150596,3,1260759144
0,108190,2,1260759144
0,109487,4,1260759144
0,109673,2.5,1260759144
0,110102,3,1260759144
0,112138,3,1260759144
0,112852,4,1260759144
0,147372,3.5,1260759144
0,174053,3.5,1260759144
0,100083,4,1260759144
0,102125,3,1260759144
0,102903,3.5,1260759144
0,103042,3,1260759144
0,105844,2.5,1260759144
0,106100,3,1260759144
0,106782,3,1260759144
0,106918,1,1260759144
0,117192,4,1260759144
0,69122,4,1260759144
0,69406,3.5,1260759144
0,69306,3,1260759144
0,69844,5,1260759144
