userId,movieId,rating,timestamp
0,3,3,1260759144
0,5,2,1260759144
0,6,3.5,1260759144
0,7,4,1260759144
0,11,4,1260759144
0,20,3.5,1260759144
0,62,2.5,1260759144
0,95,2.5,1260759144
0,137,2,1260759144
0,145,4,1260759144
0,151,3,1260759144
0,165,3,1260759144
0,168,5,1260759144
0,193,0.5,1260759144
0,195,2,1260759144
0,207,4.5,1260759144
0,248,2,1260759144
0,254,3,1260759144
0,261,5,1260759144
0,266,3.5,1260759144
0,274,2.5,1260759144
0,277,2.5,1260759144
0,303,2.5,1260759144
0,339,2.5,1260759144
0,368,3,1260759144
0,423,3,1260759144
0,438,2,1260759144
0,474,3.5,1260759144
0,480,3,1260759144
0,527,4,1260759144
0,539,3,1260759144
0,544,3,1260759144
0,553,4,1260759144
0,597,4,1260759144
0,628,5,1260759144
0,647,3,1260759144
0,733,4,1260759144
0,736,4,1260759144
0,852,2.5,1260759144
0,875,4,1260759144
0,920,2,1260759144
0,928,4,1260759144
0,1010,3,1260759144
0,1011,3,1260759144
0,1027,4,1260759144
0,1028,4,1260759144
0,1035,5,1260759144
0,1036,3,1260759144
0,1088,5,1260759144
0,1092,3,1260759144
0,1097,3,1260759144
0,1101,5,1260759144
0,1124,4,1260759144
0,1198,4,1260759144
0,1242,4,1260759144
0,1246,4,1260759144
0,1265,2,1260759144
0,1270,2,1260759144
0,1271,4,1260759144
0,1286,4,1260759144
0,1291,4,1260759144
0,1297,2,1260759144
0,1299,4,1260759144
0,1307,2,1260759144
0,1343,2,1260759144
0,1347,1,1260759144
0,1359,2.5,1260759144
0,1363,2.5,1260759144
0,1370,2.5,1260759144
0,1378,2.5,1260759144
0,1379,3.5,1260759144
0,1390,3,1260759144
0,1393,3,1260759144
0,1408,2.5,1260759144
0,1422,2.5,1260759144
0,1438,2,1260759144
0,1457,3,1260759144
0,1479,3,1260759144
0,1537,3.5,1260759144
0,1552,3.5,1260759144
0,1569,3,1260759144
0,1584,2,1260759144
0,1586,2,1260759144
0,1593,1.5,1260759144
0,1597,4,1260759144
0,1616,2,1260759144
0,1619,2,1260759144
0,1687,3,1260759144
0,1703,1.5,1260759144
0,1704,4,1260759144
0,1711,3,1260759144
0,1721,5,1260759144
0,1752,3,1260759144
0,1777,2,1260759144
0,1784,3,1260759144
0,1791,3,1260759144
0,1792,2.5,1260759144
0,1821,2,1260759144
0,1835,1.5,1260759144
0,1888,4,1260759144
0,1894,4,1260759144
0,1912,3,1260759144
0,1961,3.5,1260759144
0,2000,3,1260759144
0,2003,1.5,1260759144
0,2005,4,1260759144
0,2016,2,1260759144
0,2053,1,1260759144
0,2081,2,1260759144
0,2100,2,1260759144
0,2115,3,1260759144
0,2133,3.5,1260759144
0,2161,2,1260759144
0,2174,2.5,1260759144
0,2245,4,1260759144
0,2263,1,1260759144
0,2268,4.5,1260759144
0,2302,4,1260759144
0,2329,2,1260759144
0,2334,2,1260759144
0,2336,3,1260759144
0,2349,2.5,1260759144
0,2353,3.5,1260759144
0,2369,2,1260759144
